uid,mdate,predicted_change,actual_change,ticker,company_name,difference,difference_percentage
"BIIB: 05 12 2013",2013-12-05,4.11667789472,-0.9,BIIB,Brogen,-5.01667789472,-0.2186228854956879
"BIIB: 06 12 2013",2013-12-06,3.5948260011,5.98,BIIB,Brogen,2.3851739989000005,0.6011414717558528
"BIIB: 27 11 2013",2013-11-27,6.42509259259,4.63,BIIB,Brogen,-1.7950925925900005,0.7206121831364323
"BP: 03 12 2013",2013-12-03,0,-0.07,BP,BP,-0.07,0
"BP: 04 12 2013",2013-12-04,0,0.19,BP,BP,0.19,0
"BP: 05 12 2013",2013-12-05,0.8019351130799999,-0.33,BP,BP,-1.13193511308,-0.41150461504617974
"BP: 06 12 2013",2013-12-06,0,0.36,BP,BP,0.36,0
"BP: 27 11 2013",2013-11-27,0.457594339623,-0.24,BP,BP,-0.697594339623,-0.5244820121632836
"DUK: 03 12 2013",2013-12-03,0.835984754439,0.14,DUK,"Duke Energy",-0.695984754439,0.16746716881691112
"DUK: 04 12 2013",2013-12-04,1.07966706521,0.17,DUK,"Duke Energy",-0.90966706521,0.15745594681721098
"DUK: 05 12 2013",2013-12-05,0.859215400674,-0.32,DUK,"Duke Energy",-1.179215400674,-0.3724328029374011
"DUK: 06 12 2013",2013-12-06,0.870937229769,0.59,DUK,"Duke Energy",-0.28093722976900004,0.6774311395052965
"DUK: 27 11 2013",2013-11-27,0.809398284314,-0.47,DUK,"Duke Energy",-1.279398284314,-0.5806782755888164
"EBAY: 03 12 2013",2013-12-03,2.638,0.58,EBAY,Ebay,-2.058,0.21986353297952993
"EBAY: 04 12 2013",2013-12-04,2.90857352941,-0.84,EBAY,Ebay,-3.7485735294099998,-0.2888013631102504
"EBAY: 05 12 2013",2013-12-05,2.45554545455,0.32,EBAY,Ebay,-2.1355454545500003,0.1303172781456993
"EBAY: 06 12 2013",2013-12-06,2.51543548387,0.6,EBAY,Ebay,-1.91543548387,0.23852728636748788
"EBAY: 27 11 2013",2013-11-27,1.49096296296,0.54,EBAY,Ebay,-0.95096296296,0.3621820349768724
"FB: 03 12 2013",2013-12-03,1.8249369517499998,-0.33,FB,Facebook,-2.15493695175,-0.18082816487635406
"FB: 04 12 2013",2013-12-04,1.96001058201,1.89,FB,Facebook,-0.0700105820100001,0.9642805081500101
"FB: 05 12 2013",2013-12-05,2.2838903009999996,-0.28,FB,Facebook,-2.563890301,-0.12259783225026272
"FB: 06 12 2013",2013-12-06,1.7288139881000002,-0.4,FB,Facebook,-2.1288139881,-0.23137249163492005
"FB: 27 11 2013",2013-11-27,2.12233333333,0.6,FB,Facebook,-1.5223333333299998,0.28270771163857816
"GE: 03 12 2013",2013-12-03,1.33159183673,-0.1,GE,"General Electric",-1.43159183673,-0.07509808729795968
"GE: 04 12 2013",2013-12-04,1.06359018759,0.08,GE,"General Electric",-0.98359018759,0.07521694063507
"GE: 05 12 2013",2013-12-05,0.920365282865,-0.19,GE,"General Electric",-1.110365282865,-0.20643977292206206
"GE: 06 12 2013",2013-12-06,0.844055555556,0.49,GE,"General Electric",-0.354055555556,0.5805305074702399
"GE: 27 11 2013",2013-11-27,0.737261904762,0.05,GE,"General Electric",-0.687261904762,0.06781850476343383
"GMCR: 03 12 2013",2013-12-03,1.9163297896900002,0.35,GMCR,"Green Mountain Coffee",-1.5663297896900001,0.18264079694582144
"GMCR: 04 12 2013",2013-12-04,2.02599252961,1.64,GMCR,"Green Mountain Coffee",-0.38599252960999997,0.8094797863423994
"GMCR: 05 12 2013",2013-12-05,1.8823515544100002,-0.72,GMCR,"Green Mountain Coffee",-2.60235155441,-0.38250028179548806
"GMCR: 06 12 2013",2013-12-06,1.39637658876,1.97,GMCR,"Green Mountain Coffee",0.57362341124,0.708820603431472
"GMCR: 27 11 2013",2013-11-27,3.22193137787,3.35,GMCR,"Green Mountain Coffee",0.12806862213000025,0.9617705605582089
"GOOG: 03 12 2013",2013-12-03,4.156,-1.22,GOOG,Google,-5.3759999999999994,-0.2935514918190568
"GOOG: 04 12 2013",2013-12-04,4.0491,4.92,GOOG,Google,0.8708999999999998,0.8229878048780488
"GOOG: 05 12 2013",2013-12-05,3.6116799999999993,-0.8401,GOOG,Google,-4.451779999999999,-0.23260643246356266
"GOOG: 06 12 2013",2013-12-06,1.4602304823,12.53,GOOG,Google,11.0697695177,0.11653874559457304
"GOOG: 27 11 2013",2013-11-27,6.12,4.7,GOOG,Google,-1.42,0.7679738562091504
"GS: 03 12 2013",2013-12-03,0.831688037892,-1.67,GS,"Goldman Sachs",-2.501688037892,-2.0079644336749016
"GS: 04 12 2013",2013-12-04,1.8224579047499998,0.65,GS,"Goldman Sachs",-1.17245790475,0.35666118723832213
"GS: 05 12 2013",2013-12-05,1.6584831043099997,-3.14,GS,"Goldman Sachs",-4.79848310431,-1.8932963452204565
"GS: 06 12 2013",2013-12-06,2.64131488813,1.65,GS,"Goldman Sachs",-0.9913148881300002,0.6246888651614605
"GS: 27 11 2013",2013-11-27,1.86525705467,0.18,GS,"Goldman Sachs",-1.68525705467,0.0965014444252272
"HD: 03 12 2013",2013-12-03,0.815679522673,-1.06,HD,"Home Depot",-1.875679522673,-1.2995299876186133
"HD: 04 12 2013",2013-12-04,0.981348196248,-0.31,HD,"Home Depot",-1.291348196248,-0.31589195474677245
"HD: 05 12 2013",2013-12-05,0.882642355176,0.14,HD,"Home Depot",-0.742642355176,0.15861464066279013
"HD: 06 12 2013",2013-12-06,0.811477642306,1.3,HD,"Home Depot",0.4885223576940001,0.6242135710046153
"HD: 27 11 2013",2013-11-27,0.820354864434,0.31,HD,"Home Depot",-0.5103548644339999,0.3778852462999449
"INTL: 03 12 2013",2013-12-03,0,-0.02,INTL,Intel,-0.02,0
"INTL: 04 12 2013",2013-12-04,0,0.1,INTL,Intel,0.1,0
"INTL: 05 12 2013",2013-12-05,0,-0.11,INTL,Intel,-0.11,0
"INTL: 06 12 2013",2013-12-06,0,0.115,INTL,Intel,0.115,0
"INTL: 27 11 2013",2013-11-27,1,1,INTL,Intel,0,0
"JPM: 03 12 2013",2013-12-03,1.1148936747199998,-0.12,JPM,"JP Morgan",-1.23489367472,-0.10763358221593408
"JPM: 04 12 2013",2013-12-04,0.81289023647,0.33,JPM,"JP Morgan",-0.48289023647,0.4059588677470587
"JPM: 05 12 2013",2013-12-05,0.6741348001710001,-1.37,JPM,"JP Morgan",-2.0441348001710002,-2.0322345021388717
"JPM: 06 12 2013",2013-12-06,1.01305943827,0.24,JPM,"JP Morgan",-0.77305943827,0.23690613890320947
"JPM: 27 11 2013",2013-11-27,0.906101774043,0.31,JPM,"JP Morgan",-0.5961017740429999,0.3421249233590935
"MMM: 03 12 2013",2013-12-03,1.38191353625,-1.08,MMM,"3M Company",-2.46191353625,-0.7815250170649019
"MMM: 04 12 2013",2013-12-04,2.295,-0.14,MMM,"3M Company",-2.435,-0.06100217864923748
"MMM: 05 12 2013",2013-12-05,0,0.37,MMM,"3M Company",0.37,0
"MMM: 06 12 2013",2013-12-06,0,1.78,MMM,"3M Company",1.78,0
"MMM: 27 11 2013",2013-11-27,0.935160375339,1.35,MMM,"3M Company",0.4148396246610001,0.69271138914
"MSFT: 03 12 2013",2013-12-03,0.943875595304,-0.14,MSFT,Microsoft,-1.083875595304,-0.14832463165329465
"MSFT: 04 12 2013",2013-12-04,0.930518607443,0.63,MSFT,Microsoft,-0.30051860744299996,0.6770418076122044
"MSFT: 05 12 2013",2013-12-05,0.8876449463460001,-0.94,MSFT,Microsoft,-1.827644946346,-1.0589819768247655
"MSFT: 06 12 2013",2013-12-06,1.09952611656,0.36,MSFT,Microsoft,-0.7395261165600001,0.3274137781522674
"MSFT: 27 11 2013",2013-11-27,1.07616849817,0.25,MSFT,Microsoft,-0.8261684981699999,0.23230562911395317
"NEE: 03 12 2013",2013-12-03,0.876865699737,0.12,NEE,"Next Era Energy",-0.756865699737,0.13685105944501172
"NEE: 04 12 2013",2013-12-04,0.798721388577,0.16,NEE,"Next Era Energy",-0.638721388577,0.2003201645633349
"NEE: 05 12 2013",2013-12-05,0.7297717201300001,-0.62,NEE,"Next Era Energy",-1.3497717201300001,-0.8495807427143853
"NEE: 06 12 2013",2013-12-06,0.785921171897,1.04,NEE,"Next Era Energy",0.2540788281030001,0.7556934345163461
"NEE: 27 11 2013",2013-11-27,1.21896671887,-0.19,NEE,"Next Era Energy",-1.40896671887,-0.1558697190487143
"NFLX: 03 12 2013",2013-12-03,2.50586538063,-0.98,NFLX,Netflix,-3.48586538063,-0.39108246100339916
"NFLX: 04 12 2013",2013-12-04,2.1185331828400003,-6.67,NFLX,Netflix,-8.78853318284,-3.148404780263357
"NFLX: 05 12 2013",2013-12-05,3.03397752047,1.79,NFLX,Netflix,-1.24397752047,0.5899845954437748
"NFLX: 06 12 2013",2013-12-06,2.3080626973300005,-3.62,NFLX,Netflix,-5.928062697330001,-1.5684149326565817
"NFLX: 27 11 2013",2013-11-27,3.71383507937,7.29,NFLX,Netflix,3.57616492063,0.5094423977187928
"PG: 03 12 2013",2013-12-03,0.964321697586,0.49,PG,"Procter & Gamble",-0.47432169758599996,0.5081291867917355
"PG: 04 12 2013",2013-12-04,0,-0.48,PG,"Procter & Gamble",-0.48,0
"PG: 05 12 2013",2013-12-05,0,-0.66,PG,"Procter & Gamble",-0.66,0
"PG: 06 12 2013",2013-12-06,0,1.83,PG,"Procter & Gamble",1.83,0
"PG: 27 11 2013",2013-11-27,1.4975,-0.36,PG,"Procter & Gamble",-1.8575,-0.2404006677796327
"WMT: 03 12 2013",2013-12-03,1.26913215088,0.1,WMT,Walmart,-1.1691321508799999,0.0787940010271281
"WMT: 04 12 2013",2013-12-04,1.6217721654999997,-0.99,WMT,Walmart,-2.6117721654999997,-0.6104433292544383
"WMT: 05 12 2013",2013-12-05,1.5292269990499998,-0.78,WMT,Walmart,-2.30922699905,-0.5100616196840355
"WMT: 06 12 2013",2013-12-06,0.785053221289,0.5,WMT,Walmart,-0.285053221289,0.6368994947616883
"WMT: 27 11 2013",2013-11-27,1.54884346282,0.25,WMT,Walmart,-1.29884346282,0.1614107597063564
"XOM: 03 12 2013",2013-12-03,0.934364624381,0.87,XOM,"Exxon Mobil",-0.06436462438099999,0.9311140183377122
"XOM: 04 12 2013",2013-12-04,0.95704407474,0.28,XOM,"Exxon Mobil",-0.67704407474,0.2925675080074735
"XOM: 05 12 2013",2013-12-05,0.980987808644,-0.54,XOM,"Exxon Mobil",-1.520987808644,-0.5504655564949694
"XOM: 06 12 2013",2013-12-06,1.0178687718,1.52,XOM,"Exxon Mobil",0.5021312282000001,0.6696505077631578
"XOM: 27 11 2013",2013-11-27,1.28907425489,-0.47,XOM,"Exxon Mobil",-1.75907425489,-0.3646027358137769
